entity_name,entity_type,entity_description
悟空,人物,花果山的美猴王孙悟空，拥有七十二变和筋斗云的神通。
敖广,人物,东海龙王，曾赠予孙悟空兵器。
敖钦,人物,南海龙王，曾赠予孙悟空披挂。
敖顺,人物,北海龙王，曾赠予孙悟空披挂。
敖闰,人物,西海龙王，曾赠予孙悟空披挂。
孙悟空,人物,花果山的美猴王，拥有如意金箍棒和七十二变的神通。
十代冥王,人物,阴间的十位王，包括秦广王、初江王等，孙悟空曾与他们发生冲突。
地藏王菩萨,人物,佛教菩萨，孙悟空曾向其求助。
玉皇大帝,人物,天界的最高统治者，孙悟空曾挑战其权威。
太白金星,人物,天界的仙人，奉玉帝之命招安孙悟空。
邱弘济真人,人物,天界的仙人，向玉帝报告孙悟空的情况。
葛仙翁天师,人物,天界的仙人，向玉帝报告孙悟空的情况。
文曲星官,人物,天界的仙人，负责撰写招安圣旨。
顺风耳,人物,具有顺风听音能力的仙人，向玉帝报告孙悟空的情况。
千里眼,人物,具有千里眼能力的仙人，向玉帝报告孙悟空的情况。
金鼓,地点,花果山上的兵器库。
水帘洞,地点,花果山的洞府，美猴王的居所。
铁板桥,地点,花果山的一座桥。
幽冥界,地点,阴间的世界，孙悟空曾挑战其权威。
灵霄宝殿,地点,天界的宫殿，玉皇大帝居住的地方。
东海,地点,孙悟空寻宝的地方。
南海,地点,南海龙王的领地。
西海,地点,西海龙王的领地。
北海,地点,北海龙王的领地。
花果山,地点,美猴王的故乡。
傲来国,地点,孙悟空寻宝的国家。
齐天大圣,人物,齐天大圣，又称孙悟空，是《西游记》中的主要人物之一，具有极高的武艺和法力。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
许旌阳真人,人物,许旌阳真人，道教八仙之一，擅长法术。
玉帝,人物,玉帝，中国神话中的天帝，掌管天界。
大圣,人物,大圣，即孙悟空，齐天大圣。
王母娘娘,人物,王母娘娘，道教中的女神，管理着西方的瑶池。
赤脚大仙,人物,赤脚大仙，道教中的仙人，以赤脚行走著称。
老君,人物,老君，即太上老君，道教中的最高神祇之一，掌管炼丹。
燃灯古佛,人物,燃灯古佛，佛教中的佛祖，代表智慧。
四大天王,人物,四大天王，佛教中的护法神，分别守护四方。
李天王,人物,李天王，佛教中的护法神，四大天王之一，守护北方。
哪吒太子,人物,哪吒太子，佛教中的护法神，李天王的儿子。
罗猴星,人物,罗猴星，佛教中的护法神，四大天王之一。
计都星,人物,计都星，佛教中的护法神，四大天王之一。
太阴星,人物,太阴星，佛教中的护法神，四大天王之一。
太阳星,人物,太阳星，佛教中的护法神，四大天王之一。
五行星,人物,五行星，佛教中的护法神，四大天王之一。
九曜星官,人物,九曜星官，佛教中的护法神，四大天王之一。
十二元辰,人物,十二元辰，佛教中的护法神，四大天王之一。
五方揭谛,人物,五方揭谛，佛教中的护法神，四大天王之一。
四值功曹,人物,四值功曹，佛教中的护法神，四大天王之一。
东西星斗,人物,东西星斗，佛教中的护法神，四大天王之一。
南北二神,人物,南北二神，佛教中的护法神，四大天王之一。
五岳四渎,人物,五岳四渎，佛教中的护法神，四大天王之一。
普天星相,人物,普天星相，佛教中的护法神，四大天王之一。
孙大圣,人物,孙大圣，即孙悟空，齐天大圣。
九曜恶星,人物,九曜恶星，佛教中的护法神，四大天王之一。
独角鬼王,人物,独角鬼王，佛教中的护法神，四大天王之一。
四大天王,人物,四大天王，佛教中的护法神，分别守护四方。
李天王,人物,李天王，佛教中的护法神，四大天王之一，守护北方。
哪吒太子,人物,哪吒太子，佛教中的护法神，李天王的儿子。
罗猴星,人物,罗猴星，佛教中的护法神，四大天王之一。
计都星,人物,计都星，佛教中的护法神，四大天王之一。
太阴星,人物,太阴星，佛教中的护法神，四大天王之一。
太阳星,人物,太阳星，佛教中的护法神，四大天王之一。
五行星,人物,五行星，佛教中的护法神，四大天王之一。
九曜星官,人物,九曜星官，佛教中的护法神，四大天王之一。
十二元辰,人物,十二元辰，佛教中的护法神，四大天王之一。
五方揭谛,人物,五方揭谛，佛教中的护法神，四大天王之一。
四值功曹,人物,四值功曹，佛教中的护法神，四大天王之一。
东西星斗,人物,东西星斗，佛教中的护法神，四大天王之一。
南北二神,人物,南北二神，佛教中的护法神，四大天王之一。
五岳四渎,人物,五岳四渎，佛教中的护法神，四大天王之一。
普天星相,人物,普天星相，佛教中的护法神，四大天王之一。
孙悟空,人物,孙悟空，即孙大圣，齐天大圣，是《西游记》中的主要人物之一，具有极高的武艺和法力。
唐太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
齐天大圣,人物,齐天大圣，又称孙悟空，是《西游记》中的主要人物之一，具有极高的武艺和法力。
齐天府,地点,齐天府，天宫中的一个部门，由齐天大圣孙悟空管理。
蟠桃园,地点,蟠桃园，位于天宫中，由齐天大圣孙悟空管理。
瑶池,地点,瑶池，位于天宫中，是王母娘娘的居所。
兜率天宫,地点,兜率天宫，位于三十三天之上，是太上老君的居所。
花果山,地点,花果山，孙悟空的故乡，位于下界。
水帘洞,地点,水帘洞，花果山中的洞穴，是孙悟空的居所。
通明殿,地点,通明殿，天宫中的一个宫殿。
宝阁,地点,宝阁，位于瑶池中，是王母娘娘设宴的地方。
长廊,地点,长廊，位于瑶池中，是仙官们工作的地方。
丹房,地点,丹房，位于兜率天宫中，是太上老君炼丹的地方。
铁板桥头,地点,铁板桥头，位于花果山前，是孙悟空与天兵交战的地方。
十八架天罗地网,地点,十八架天罗地网，是天兵布下的天罗地网，用于捕捉孙悟空。
观音菩萨,人物,南海普陀落伽山大慈大悲救苦救难灵感观世音菩萨，佛教四大菩萨之一。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
惠岸行者,人物,观音菩萨的大徒弟，法名惠岸。
玉帝,人物,天庭的最高统治者，三清之一的元始天尊的弟子。
太上老君,人物,道教始祖，元始天尊的弟子，位列三清之一。
王母娘娘,人物,西王母，传说中的神仙，居住在昆仑山。
李天王,人物,即李靖，天庭的将军，哪吒的父亲。
哪吒太子,人物,李天王与太乙真人的儿子，法力高强。
赤脚大仙,人物,天庭的仙人，因赤脚而得名。
长庚星,人物,天上的星宿，代表战争和胜利。
二郎真君,人物,玉帝的外甥，二郎神，神通广大。
梅山六兄弟,人物,二郎真君的兄弟，都是神通广大的仙人。
大力鬼王,人物,天庭的鬼王，负责捉拿妖魔。
木叉,人物,李天王的大太子，法名木叉。
虚日鼠,人物,天上的星宿，负责报告时间。
昴日鸡,人物,天上的星宿，负责报告时间。
星日马,人物,天上的星宿，负责报告时间。
房日兔,人物,天上的星宿，负责报告时间。
马流元帅,人物,天庭的元帅，负责统领天兵。
崩巴二将,人物,天庭的将领，负责战斗。
康、张、姚、李四太尉,人物,二郎真君的兄弟，都是神通广大的仙人。
郭申、直健二将军,人物,二郎真君的兄弟，都是神通广大的仙人。
李虎,人物,天庭的官员，负责祭祀。
张龙,人物,天庭的官员，负责祭祀。
赵甲,人物,天庭的官员，负责祭祀。
钱丙,人物,天庭的官员，负责祭祀。
青鹞,人物,一种飞禽，形似鹞，但毛片不青。
鹭鸶,人物,一种飞禽，顶上无缨。
老鹳,人物,一种飞禽，腿又不红。
花鸨,人物,一种鸟，被认为是鸟中至贱至淫之物。
土地庙,地点,中国传统的神庙，供奉土地神。
灌江口,地点,二郎真君的居住地。
花果山,地点,孙悟空的出生地，位于东胜神洲。
南天门,地点,天庭的南门，是进入天庭的必经之地。
斩妖台,地点,天庭用于处决妖魔的地方。
我佛,人物,佛教创始人，指释迦牟尼佛。
观音,人物,佛教菩萨，大慈大悲观世音菩萨。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
玉帝,人物,天庭之主，玉皇大帝。
如来,人物,佛教创始人，指释迦牟尼佛。
二郎神,人物,道教神祇，二郎神杨戬。
老君,人物,道教创始人，老子李耳。
金蝉长老,人物,佛教术语，指释迦牟尼佛的前身。
观音菩萨,人物,佛教菩萨，大慈大悲观世音菩萨。
沙悟净,人物,佛教故事中的人物，沙悟净。
猪悟能,人物,佛教故事中的人物，猪悟能。
小龙,人物,西海龙王敖闰之子，后化为白马。
大圣,人物,佛教故事中的人物，孙悟空。
孙悟空,人物,佛教故事中的人物，孙悟空。
唐僧,人物,佛教故事中的人物，唐僧。
长安,地点,唐朝都城，今西安。
灵山,地点,佛教四大圣地之一，位于印度。
落伽山,地点,佛教四大圣地之一，位于印度。
紫竹林,地点,佛教四大圣地之一，位于印度。
西天,地点,佛教所指的西方极乐世界。
东土,地点,佛教所指的东方世界。
五行山,地点,佛教故事中的人物，孙悟空被压的五指山。
流沙河,地点,佛教故事中的人物，沙悟净所在的河流。
福陵山,地点,佛教故事中的人物，天蓬元帅所在的山区。
云栈洞,地点,佛教故事中的人物，天蓬元帅所在的洞穴。
深涧,地点,佛教故事中的人物，小龙被观音菩萨送到的深涧。
长安城,地点,唐朝都城，今西安。
大市街,地点,长安城内的一条街道。
土地庙祠,地点,佛教中的土地庙。
城隍庙,地点,佛教中的城隍庙。
唐太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
刘伯钦,人物,刘伯钦，唐朝时期的人物，与唐三藏一同前往西天取经。
唐三藏,人物,唐三藏，唐朝僧人，奉唐太宗之命前往西天取经。
观音菩萨,人物,观音菩萨，佛教中慈悲为怀的菩萨之一，曾助唐三藏揭帖救出孙悟空。
孙悟空,人物,孙悟空，五百年前大闹天宫的齐天大圣，后皈依佛门，成为唐三藏的徒弟。
如来佛祖,人物,如来佛祖，佛教中的最高神祇，曾压制孙悟空于五行山下。
石匣,地点,位于两界山山脚下石匣，曾关押着孙悟空。
两界山,地点,两界山，原名五行山，因唐王征西定国而改名，位于孙悟空被压之地。
东土大唐,地点,东土大唐，即唐朝，唐三藏所在的国家。
西天,地点,西天，佛教传说中的圣地，唐三藏前往取经的目的地。
水晶宫,地点,水晶宫，位于东洋大海，是龙王的宫殿。
圯桥,地点,圯桥，黄石公和张良的故事发生地。
天竺国,地点,天竺国，佛教传说中的国家，位于西天。
孙行者,人物,孙悟空，又称孙大圣，是《西游记》中的主要人物之一，拥有神通广大，善于变化。
观音院,地点,位于黑风山下，是唐僧师徒在此发生故事的地方。
黑风山,地点,位于故事中，是黑熊精居住的地方。
黑风洞,地点,黑风山上的一个洞府，是黑熊精的居所。
观音院和尚,人物,观音院中的和尚，是唐僧师徒在此遇到的主要人物之一。
三藏,人物,唐僧，是《西游记》中的主要人物之一，奉唐王之命去西天取经。
黑汉,人物,黑熊精，是黑风山上的妖怪，曾偷走唐僧的袈裟。
白衣秀士,人物,白衣秀士，是黑风山上的妖魔，与黑汉和道人一起高谈阔论。
道人,人物,道人，是黑风山上的妖魔，与黑汉和白衣秀士一起高谈阔论。
凌虚子,人物,凌虚子，是菩萨变化成的道人，前往黑风洞与黑熊精交涉。
诸天,人物,诸天，是指佛教中的众多神灵，他们在故事中迎接观音菩萨。
菩萨,人物,观音菩萨，是佛教中慈悲为怀的代表，帮助唐僧取经。
黑熊精,人物,黑熊精，是黑风山上的妖怪，曾偷走唐僧的袈裟，后被观音菩萨收服。
小妖,人物,小妖，是黑风洞中的妖精，为黑熊精效力。
唐僧,人物,唐僧，是《西游记》中的主要人物之一，奉唐王之命去西天取经。
猴子,人物,猴子，指的是孙悟空，是唐僧的大徒弟。
唐王,人物,唐王，即唐太宗李世民，是唐朝的第二位皇帝。
妖怪,人物,妖怪，泛指故事中的妖魔鬼怪。
神仙,人物,神仙，泛指故事中的仙人。
佛祖,人物,佛祖，指的是佛教创始人释迦牟尼。
罗汉,人物,罗汉，是佛教中的修行者，已经达到了一定的境界。
观音院,地点,唐僧脱难的地方，位于高老庄附近。
黑风洞,地点,行者进入的洞，洞内有妖精。
乌斯藏国界,地点,高才所在的地方，属于乌斯藏国界。
高老庄,地点,高太公的家，位于乌斯藏国界。
福陵山云栈洞,地点,妖怪猪刚鬣的家，位于福陵山。
斗牛宫,地点,行者追赶妖怪猪刚鬣时提到的地方。
枉死狱,地点,行者追赶妖怪猪刚鬣时提到的地方。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
唐僧,人物,唐僧，东土大唐的和尚，奉命前往西天拜佛求经。
悟空,人物,孙悟空，唐僧的大徒弟，善于降妖捉怪。
菩萨,人物,佛教菩萨，有超凡的法力。
三藏,人物,唐僧的法号，表示他对佛法的虔诚。
高老道,人物,高太公，高老庄的庄主。
高才,人物,高老庄的家人，高太公的仆人。
翠兰,人物,高老庄的女子，被妖怪猪刚鬣占为己有。
猪刚鬣,人物,妖怪，外表丑陋，但会变化，被悟空捉拿。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
悟空,人物,孙悟空，又称齐天大圣，唐僧的大徒弟，齐天大圣，石猴。
八戒,人物,猪八戒，又称悟能，唐僧的二徒弟，天蓬元帅转世，吃人妖魔。
三藏,人物,唐僧，又称玄奘，唐僧师徒四人中的师傅，唐朝著名高僧。
高老庄,地点,高老庄，故事发生地之一，高老庄主高老居住的地方。
云栈洞,地点,云栈洞，妖怪居住的地方，位于高老庄附近。
浮屠山,地点,浮屠山，乌巢禅师修行的地方，位于西天取经的路上。
灵霄殿,地点,灵霄殿，天宫的主要宫殿之一，玉皇大帝的居所。
广寒宫,地点,广寒宫，月宫的宫殿，嫦娥的居所。
高老,人物,高老，高老庄的庄主，高家女儿的父亲。
嫦娥,人物,嫦娥，月宫仙女，因偷吃仙药而奔月成仙。
王母,人物,王母，西王母，传说中的神仙，管理着蟠桃会。
李金星,人物,李金星，又称太白金星，天宫中的神仙，善于劝解。
玉皇,人物,玉皇，玉皇大帝，天宫的最高统治者。
乌巢禅师,人物,乌巢禅师，浮屠山上的修行者，传授唐僧《多心经》。
三藏法师,人物,三藏法师，即唐僧，前往西天取经的法师。
菩萨,人物,菩萨，佛教中的一种修行者，具有很高的道德境界。
二郎神,人物,二郎神，天宫的神仙，曾擒拿孙悟空。
太上老君,人物,太上老君，道教中的神仙，炼丹术的祖师。
观音菩萨,人物,观音菩萨，佛教中的菩萨，具有救苦救难的神通。
唐僧,人物,唐僧，唐朝和尚，奉旨上西天取经。
孙悟空,人物,孙悟空，唐僧的大徒弟，法号行者，神通广大。
猪八戒,人物,猪八戒，唐僧的二徒弟，法号悟能，力大无穷。
沙僧,人物,沙僧，唐僧的三徒弟，法号悟净，忠诚可靠。
黄风大王,人物,黄风大王，黄风岭黄风洞的洞主，妖怪。
虎先锋,人物,虎先锋，黄风大王的手下，妖怪。
王老汉,人物,王老汉，黄风岭旁的村民，好客。
老妇人,人物,老妇人，王老汉的妻子，慈祥。
两个少年人,人物,两个少年人，王老汉的儿子，勤劳。
三四个小男女,人物,三四个小男女，王老汉的孙子孙女，活泼。
唐太宗李世民,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
雷音寺,地点,雷音寺，位于西天，是取经的目的地。
黄风岭,地点,黄风岭，位于西天取经路上的一个险峻的山岭。
黄风洞,地点,黄风洞，位于黄风岭上，是黄风大王的巢穴。
藏风山凹,地点,藏风山凹，是孙悟空与虎先锋交战的地方。
东土大唐,地点,东土大唐，指唐朝，唐僧的故乡。
西天,地点,西天，指佛教的发源地，是取经的目的地。
唐僧,人物,唐僧，唐代僧人，唐僧师徒四人中的师傅，取经人。
孙悟空,人物,孙悟空，唐僧师徒四人中的大徒弟，具有神通广大的猴子。
猪八戒,人物,猪八戒，唐僧师徒四人中的二徒弟，天蓬元帅转世。
沙悟净,人物,沙悟净，唐僧师徒四人中的三徒弟，卷帘大将转世。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
流沙河,地点,流沙河，位于西天取经路上，一条充满妖魔的河流。
八百里流沙界,地点,八百里流沙界，流沙河的别称，形容其宽广。
灵霄殿,地点,灵霄殿，天宫中的宫殿，玉皇大帝的居所。
紫竹林,地点,紫竹林，观音菩萨的居所。
南海,地点,南海，观音菩萨的道场所在地。
潮音洞,地点,潮音洞，位于普陀山，观音菩萨修行的地方。
东洋海,地点,东洋海，位于东方的大海。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
唐僧,人物,唐僧，即唐三藏，唐朝僧人，著名的取经人，金蝉子转世。
悟空,人物,孙悟空，又称孙行者，唐僧的大徒弟，石猴出身，具有神通广大。
八戒,人物,猪八戒，又称猪悟能，唐僧的二徒弟，天蓬元帅转世。
沙僧,人物,沙悟净，又称沙和尚，唐僧的三徒弟，卷帘大将转世。
清风,人物,清风，五庄观仙童，镇元子的徒弟之一。
明月,人物,明月，五庄观仙童，镇元子的徒弟之一。
镇元子,人物,镇元子，五庄观观主，得道的全真，混名与世同君。
元始天尊,人物,元始天尊，道教最高神祇之一，上清天上弥罗宫的统治者。
佛祖,人物,佛祖，即如来佛祖，西方极乐世界的教主。
三藏,人物,三藏，即唐三藏，唐朝僧人，著名的取经人，金蝉子转世。
土地,人物,土地，花园中的土地神，负责管理花园。
王母,人物,王母，即西王母，道教神话中的女神，天庭中的最高女性神祇。
太上老君,人物,太上老君，道教最高神祇之一，炼丹术的祖师。
诸宰,人物,诸宰，道教神话中的神灵，罗天的守护者。
孔子,人物,孔子，春秋时期思想家、教育家，儒家学派的创始人。
老君,人物,老君，即太上老君，道教最高神祇之一，炼丹术的祖师。
弥罗宫,地点,弥罗宫，上清天中的一个宫殿，元始天尊的居所。
兰盆会,地点,兰盆会，佛教中的一个节日，用于超度亡灵。
西牛贺洲,地点,西牛贺洲，佛教四大部洲之一，位于西方。
五庄观,地点,五庄观，位于万寿山，是镇元子的道场。
上清天,地点,上清天，道教中的一个天界。
人间,地点,人间，指地球上的世界。
天界,地点,天界，道教神话中的神灵居住的地方。
花园,地点,花园，位于五庄观中，种植着各种花草树木。
菜园,地点,菜园，位于五庄观中，种植着各种蔬菜。
松篁,地点,松篁，指松树和竹林。
宫殿,地点,宫殿，指五庄观中的建筑。
楼阁,地点,楼阁，指五庄观中的建筑。
宫殿森罗,地点,宫殿森罗，形容宫殿的宏伟壮观。
楼台缥缈,地点,楼台缥缈，形容楼台在云雾中的景象。
宫殿紫极高,地点,宫殿紫极高，形容宫殿的颜色和高度。
楼台丹霞堕,地点,楼台丹霞堕，形容楼台的颜色和形状。
山门,地点,山门，指五庄观的山门口。
碑,地点,碑，指五庄观山门左边的一通碑。
楼台,地点,楼台，指五庄观中的建筑。
花园土地,地点,花园土地，指花园中的土地神居住的地方。
菜园土地,地点,菜园土地，指菜园中的土地神居住的地方。
地下,地点,地下，指花园和菜园下面的土地。
人间第一仙景,地点,人间第一仙景，指五庄观中的美景。
西方魁首花丛,地点,西方魁首花丛，指五庄观中的美景。
牡丹亭,地点,牡丹亭，指五庄观中的美景。
芍药圃,地点,芍药圃，指五庄观中的美景。
人间,地点,人间，指地球上的世界。
唐僧,人物,唐僧，唐朝僧人，奉唐太宗之命前往西天取经。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
大圣,人物,孙悟空，花果山美猴王，唐僧的大徒弟。
二郎神,人物,二郎神，中国神话中的神祇，以法力高强著称。
梅山七弟兄,人物,梅山七弟兄，二郎神的兄弟，均为神祇。
马流二元帅,人物,马流二元帅，花果山猴群中的将领。
奔芭二将军,人物,奔芭二将军，花果山猴群中的将领。
猪八戒,人物,猪八戒，唐僧的二徒弟，天蓬元帅转世。
沙和尚,人物,沙和尚，唐僧的三徒弟，卷帘大将转世。
黄袍老怪,人物,黄袍老怪，波月洞的妖魔。
小妖,人物,小妖，黄袍老怪的部下，妖精。
东洋大海,地点,东洋大海，位于东方的大海。
花果山,地点,花果山，位于东方的一座山，美猴王的故乡。
黑松林,地点,黑松林，位于花果山附近的一片森林。
塔,地点,塔，位于白虎岭的一座宝塔。
碗子山波月洞,地点,碗子山波月洞，黄袍老怪的洞府。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
八戒,人物,猪八戒，唐僧的徒弟之一，法名悟能，曾是天蓬元帅，因犯错被贬下凡，现为僧人。
沙僧,人物,沙僧，唐僧的徒弟之一，法名悟净，原为卷帘大将，因犯错被贬下凡，现为僧人。
唐僧,人物,唐僧，唐朝高僧，法名玄奘，奉唐太宗之命前往西天取经。
公主,人物,百花羞，宝象国的公主，被黄袍怪掳走。
黄袍怪,人物,黄袍怪，一个妖魔，曾掳走宝象国的公主百花羞。
国王,人物,宝象国的国王，百花羞的父亲。
唐天子,人物,唐朝的皇帝，唐僧的雇主。
唐太宗,人物,唐太宗李世民，唐朝的第二位皇帝，政治家、军事家、诗人。
金甲神人,人物,金甲神人，梦中出现的人物，告诉公主有关她心愿的事情。
镇殿将军,人物,镇殿将军，宝象国的将军。
文武多官,人物,宝象国的文武官员。
两班文武,人物,宝象国的文武百官。
公主母后,人物,宝象国的公主和母后。
沙僧悟净,人物,沙僧，法名悟净，唐僧的徒弟之一。
八戒悟能,人物,猪八戒，法名悟能，唐僧的徒弟之一。
唐僧玄奘,人物,唐僧，法名玄奘，唐朝高僧，前往西天取经。
唐太宗李世民,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
百花羞公主,人物,百花羞公主，宝象国的公主，被黄袍怪掳走。
黄袍怪魔王,人物,黄袍怪魔王，一个妖魔，曾掳走宝象国的公主百花羞。
宝象国,地点,宝象国，故事中提到的国家。
碗子山波月洞,地点,碗子山波月洞，黄袍怪居住的地方。
灵山,地点,灵山，佛教圣地，唐僧取经的目的地。
长安城,地点,长安城，唐朝的首都。
皇宫,地点,皇宫，宝象国的皇宫。
金銮殿,地点,金銮殿，宝象国的皇宫中的大殿。
宝象国皇宫,地点,宝象国皇宫，宝象国的皇宫。
碗子山,地点,碗子山，黄袍怪所在的地方。
灵山圣地,地点,灵山圣地，佛教圣地。
唐僧,人物,唐僧，唐朝和尚，奉唐王之命西天取经。
孙行者,人物,孙悟空，唐僧的大徒弟，拥有七十二变的本领。
猪八戒,人物,猪八戒，唐僧的二徒弟，力大无穷。
沙和尚,人物,沙僧，唐僧的三徒弟，忠诚老实。
乌巢和尚,人物,乌巢和尚，曾经向孙悟空传授《心经》。
太宗,人物,唐太宗李世民，唐朝第二位皇帝。
魏征,人物,魏征，唐朝政治家、军事家、文学家。
宝象国,地点,宝象国，故事中的国家。
莲花洞,地点,莲花洞，故事中的山洞。
长安,地点,长安，唐朝的都城。
舍利国,地点,舍利国，故事中的国家。
平顶山,地点,平顶山，故事中的山。
日值功曹,人物,日值功曹，负责传递消息的官员。
高老庄,地点,高老庄，猪八戒的原籍。
流沙河,地点,流沙河，沙僧的家乡。
金角大王,人物,金角大王，莲花洞的妖怪之一。
银角大王,人物,银角大王，莲花洞的妖怪之一。
小怪,人物,小怪，莲花洞的妖精手下。
孙行者,人物,孙悟空，唐僧的大徒弟，拥有七十二变的本领，能变化成任何形态。
师父,人物,唐僧，东土大唐的僧人，奉唐王之命前往西天取经。
菩萨,人物,佛教中的菩萨，具有很高的智慧和能力。
老君,人物,太上老君，道教中的神仙，擅长炼丹。
三藏,人物,唐僧的法号，指代唐僧本人。
猪八戒,人物,猪八戒，唐僧的二徒弟，原为天蓬元帅，因犯错被贬下凡。
沙和尚,人物,沙和尚，唐僧的三徒弟，原为卷帘大将，因犯错被贬下凡。
太阳,地点,太阳，位于天空中的恒星。
长安城,地点,长安城，古代中国的首都。
高山,地点,高山，指高大的山。
青天,地点,青天，指晴朗的天空。
山门,地点,山门，寺庙的入口。
大雄宝殿,地点,大雄宝殿，寺庙中的主要殿堂。
方丈,地点,方丈，指寺庙中的最高领导。
禅堂,地点,禅堂，和尚打坐修行的地方。
正殿,地点,正殿，寺庙中的主要殿堂。
后门,地点,后门，寺庙的后门。
正殿后边,地点,正殿后边，指正殿后面的地方。
三门,地点,三门，指寺庙中的三个门。
狗洞,地点,狗洞，指供狗出入的小洞。
正殿上,地点,正殿上，指正殿的上方。
东边,地点,东边，指东方。
西边,地点,西边，指西方。
两廊,地点,两廊，指寺庙中的两侧走廊。
汉苑,地点,汉苑，指汉朝的皇家园林。
